City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,kirensk,57.7853,108.1119,-16.33,98,100,1.58,RU,1707081905
362,bam,29.106,58.357,7.27,33,0,1.17,IR,1707081906
363,arraial do cabo,-22.9661,-42.0278,26.98,83,75,5.14,BR,1707081713
364,tionk essil,12.7856,-16.5217,26.03,30,2,4.26,SN,1707081676
365,blythe,33.6103,-114.5964,19.25,39,0,5.78,US,1707081906
366,yorkton,51.2167,-102.4677,0.91,100,100,4.12,CA,1707081906
367,fitzgerald,31.7149,-83.2526,12.97,100,100,4.63,US,1707081906
368,adoni,15.6333,77.2833,23.1,62,0,4.01,IN,1707081906
369,canatlan,24.5167,-104.7833,22.1,10,0,3.75,MX,1707081906
370,kisangani,0.5167,25.2,26.88,44,75,1.5,CD,1707081906
371,aioun,16.6614,-9.6149,23.05,7,67,5.53,MR,1707081671
372,beitbridge,-22.2167,30.0,28.29,42,61,4.46,ZW,1707081907
373,centerville,39.6284,-84.1594,12.26,50,0,5.14,US,1707081725
374,taro,-8.3862,115.28,24.0,95,100,0.81,ID,1707081907
375,condom,43.9167,0.3333,8.14,79,29,0.51,FR,1707081907
376,kota kinabalu,5.9749,116.0724,24.93,94,20,1.03,MY,1707081907
377,booue,-0.0921,11.9385,25.37,80,93,0.92,GA,1707081907
378,oodweyne,9.4092,45.064,19.27,61,41,5.26,SO,1707081907
379,saint-pierre,-21.3393,55.4781,21.82,78,0,2.57,RE,1707081908
380,port lincoln,-34.7333,135.8667,17.25,62,99,7.46,AU,1707081701
381,phan rang-thap cham,11.5667,108.9833,21.95,92,17,1.79,VN,1707081908
382,villa ojo de agua,-29.5,-63.6938,35.03,26,29,6.43,AR,1707081908
383,jayapura,-2.5333,140.7,26.66,92,100,2.17,ID,1707081908
384,brookings,44.3114,-96.7984,3.43,87,100,3.09,US,1707081695
385,ashti,19.3833,76.2333,23.9,33,0,2.23,IN,1707081908
386,semera,11.501,41.201,24.1,65,94,5.86,ET,1707081908
387,mejit,10.2753,170.8646,26.18,79,69,8.16,MH,1707081676
388,lodwar,3.1191,35.5973,30.03,45,96,4.67,KE,1707081909
389,geraldton,-28.7667,114.6,14.23,82,16,3.09,AU,1707081669
390,hasaki,35.7333,140.8333,1.27,61,100,3.74,JP,1707081642
391,hotan,37.0997,79.9269,-2.57,76,100,2.05,CN,1707081691
392,garoowe,8.4054,48.4845,20.96,77,42,7.05,SO,1707081909
393,benguela,-12.5763,13.4055,27.99,74,97,1.08,AO,1707081657
394,fraserburgh,57.6874,-2.0184,6.91,88,100,6.43,GB,1707081909
395,wynyard,-41.0,145.7167,17.58,76,77,4.45,AU,1707081715
396,stephenville,32.2207,-98.2023,18.07,49,100,6.17,US,1707081421
397,batyrevo,55.0675,47.6111,-1.67,89,82,6.27,RU,1707081910
398,oborniki,52.6474,16.8141,7.31,77,100,9.57,PL,1707081910
399,itoman,26.1247,127.6694,22.43,91,75,9.77,JP,1707081910
400,lakatoro,-16.0999,167.4164,28.89,80,92,1.43,VU,1707081910
401,arauco,-37.2463,-73.3175,22.96,40,1,4.9,CL,1707081910
402,egilsstadir,65.2653,-14.3948,-9.05,86,40,2.06,IS,1707081879
403,cabo san lucas,22.8909,-109.9124,25.34,50,0,4.47,MX,1707081404
404,nang rong,14.6377,102.7914,25.12,62,11,1.95,TH,1707081910
405,lincoln city,44.9582,-124.0179,13.31,58,100,3.58,US,1707081811
406,puerto montt,-41.4698,-72.9447,25.46,29,0,3.09,CL,1707081911
407,ocean city,39.2776,-74.5746,7.88,65,0,2.24,US,1707081911
408,riacho de santana,-13.6092,-42.9389,27.56,50,37,1.41,BR,1707081911
409,aral,40.5156,81.2636,-2.31,55,82,0.76,CN,1707081911
410,charcas,23.1333,-101.1167,18.91,12,0,9.76,MX,1707081911
411,walvis bay,-22.9575,14.5053,20.53,83,100,0.0,NA,1707081886
412,makushino,55.2103,67.2442,-6.51,93,98,5.74,RU,1707081911
413,vila franca do campo,37.7167,-25.4333,18.27,99,12,3.31,PT,1707081708
414,that phanom,16.9364,104.7104,23.73,72,0,1.41,TH,1707081912
415,ypsilanti,42.2412,-83.613,9.52,39,0,2.57,US,1707081394
416,qamdo,31.1667,97.2333,-4.87,37,100,1.97,CN,1707081912
417,balikpapan,-1.2675,116.8289,24.55,100,20,2.06,ID,1707081912
418,pasuquin,18.3328,120.6177,22.97,94,20,0.51,PH,1707081797
419,tadine,-21.55,167.8833,26.83,87,100,7.98,NC,1707081683
420,kimry,56.8667,37.35,0.55,98,100,1.34,RU,1707081912
421,tsiombe,-25.3,45.4833,23.77,89,100,2.32,MG,1707081913
422,jumla,29.2747,82.1838,-1.58,81,5,2.52,NP,1707081913
423,darwin,-12.4611,130.8418,27.99,85,20,4.63,AU,1707081913
424,goundam,16.4145,-3.6708,21.78,8,29,5.49,ML,1707081913
425,port-gentil,-0.7193,8.7815,28.21,80,100,4.85,GA,1707081913
426,east independence,39.0956,-94.3552,7.98,77,20,6.17,US,1707081913
427,revda,56.801,59.9303,-18.35,100,92,1.47,RU,1707081913
428,aykhal,66.0,111.5,-29.21,97,83,3.18,RU,1707081630
429,nguigmi,14.2495,13.1092,20.11,21,5,6.31,NE,1707081714
430,point pedro,9.8167,80.2333,26.68,70,100,5.03,LK,1707081914
431,bovalino,38.149,16.174,15.19,73,0,3.56,IT,1707081914
432,waddan,29.1614,16.139,11.19,56,6,2.36,LY,1707081914
433,torghay,49.6339,63.4981,-2.55,94,96,7.86,KZ,1707081914
434,labytnangi,66.6572,66.4183,-16.42,97,100,2.02,RU,1707081631
435,taoyuan city,24.9937,121.297,19.43,88,75,1.03,TW,1707081915
436,havre,49.5833,0.3333,10.67,93,100,6.17,FR,1707081915
437,lae,-6.7221,146.9847,26.37,80,98,3.11,PG,1707081785
438,chinsali,-10.5414,32.0816,18.17,94,90,0.74,ZM,1707081915
439,monrovia,6.3005,-10.7969,27.87,86,96,3.12,LR,1707081915
440,nova sintra,14.8667,-24.7167,21.27,71,0,4.04,CV,1707081657
441,muana,-1.5283,-49.2167,27.5,81,18,2.52,BR,1707081915
442,tazacorte,28.629,-17.9293,18.97,25,0,4.92,ES,1707081719
443,luanda,-8.8368,13.2343,28.0,78,0,2.57,AO,1707081916
444,mahina,-17.5065,-149.489,30.87,66,75,6.17,PF,1707081916
445,krasnovishersk,60.4078,57.082,-16.53,93,95,1.84,RU,1707081916
446,ambodifotatra,-16.9833,49.85,26.41,81,100,3.91,MG,1707081916
447,zhob,31.3411,69.4481,4.24,40,0,1.96,PK,1707081916
448,chum phae,16.5443,102.0992,20.34,43,0,1.56,TH,1707081916
449,puente nacional,5.8774,-73.6781,20.99,89,100,0.91,CO,1707081917
450,hadibu,12.65,54.0333,25.28,73,25,4.81,YE,1707081634
451,pathein,16.7833,94.7333,20.16,63,73,4.03,MM,1707081636
452,kuusamo,65.9667,29.1833,-7.98,86,100,6.17,FI,1707081917
453,chonchi,-42.6128,-73.8092,26.56,34,1,1.36,CL,1707081689
454,pitimbu,-7.4706,-34.8086,29.33,69,0,5.33,BR,1707081917
455,malampaka,-3.1333,33.5333,20.03,85,100,1.55,TZ,1707081917
456,chimbote,-9.0853,-78.5783,27.01,69,100,3.91,PE,1707081917
457,mariinsk,56.2139,87.7472,-2.36,85,100,7.27,RU,1707081670
458,padang,-0.9492,100.3543,25.03,83,99,1.82,ID,1707081918
459,fort stockton,30.894,-102.8793,18.03,14,0,8.23,US,1707081918
460,timimoun,29.2639,0.231,12.71,40,20,5.84,DZ,1707081918
461,prince george,53.9166,-122.753,-1.32,63,0,1.54,CA,1707081918
462,grajewo,53.6473,22.4554,4.13,85,100,11.43,PL,1707081918
463,yichang,30.7144,111.2847,-3.02,94,96,0.39,CN,1707081919
464,ust-tsilma,65.441,52.1498,-20.22,93,44,2.24,RU,1707081919
465,isla del bosque,22.7333,-105.85,24.78,46,0,5.55,MX,1707081919
466,mgandu,-5.95,34.1333,16.71,97,100,1.55,TZ,1707081919
467,yaren,-0.5472,166.916,29.11,76,99,6.78,NR,1707081919
468,cold lake,54.4502,-110.2017,-10.03,62,100,2.06,CA,1707081897
469,niamey,13.5137,2.1098,24.16,9,32,2.57,NE,1707081627
470,brisas de zicatela,15.8369,-97.0419,30.29,58,0,2.57,MX,1707081920
471,fredericksburg,38.3032,-77.4605,12.62,39,0,0.45,US,1707081727
472,altinyayla,39.2725,36.751,-2.89,88,100,2.19,TR,1707081920
473,kiranur,10.5699,78.7868,22.84,91,87,2.8,IN,1707081920
474,saynshand,44.8824,110.1163,-15.27,96,100,2.64,MN,1707081920
475,kumeny,58.1089,49.9161,-9.34,94,100,7.41,RU,1707081920
476,bayganin,48.6947,55.8742,0.51,97,100,11.36,KZ,1707081920
477,inyonga,-6.7167,32.0667,19.19,93,100,0.82,TZ,1707081920
478,nizhniy kuranakh,58.8353,125.4869,-33.61,99,90,1.06,RU,1707081921
479,paso de los toros,-32.8167,-56.5167,36.07,24,44,3.3,UY,1707081921
480,kourou,5.1552,-52.6478,29.03,80,100,3.87,GF,1707081921
481,igarka,67.4667,86.5833,-14.99,96,100,4.22,RU,1707081627
482,horsham,51.064,-0.3272,11.98,79,40,4.12,GB,1707081735
483,okhotsk,59.3833,143.3,-23.28,78,28,6.6,RU,1707081641
484,achinsk,56.2694,90.4993,-5.72,83,100,4.92,RU,1707081921
485,nago,26.5881,127.9761,22.47,88,97,7.44,JP,1707081706
486,nikolayevsk-on-amure,53.1406,140.73,-24.53,99,28,1.78,RU,1707081923
487,darchula,29.8412,80.5287,7.55,80,47,2.34,NP,1707081923
488,mariental,-24.6333,17.9667,28.15,42,66,4.98,NA,1707081674
489,sacaba,20.5833,-89.9833,30.72,43,15,4.97,MX,1707081923
490,fontanelas,38.8472,-9.4372,14.53,82,100,1.86,PT,1707081923
491,midvagur,62.0511,-7.1939,1.46,60,100,4.12,FO,1707081682
492,ilebo,-4.3167,20.5833,22.84,96,99,0.99,CD,1707081923
493,erenhot,43.6475,111.9767,-12.77,97,100,2.42,CN,1707081924
494,fale old settlement,-9.3852,-171.2468,29.37,76,100,11.15,TK,1707081631
495,booneville,34.6582,-88.5667,8.66,95,100,5.09,US,1707081924
496,byron bay,-28.65,153.6167,26.51,68,87,2.86,AU,1707081692
497,jinchang,38.4953,102.1739,-7.68,62,0,1.85,CN,1707081924
498,jaisalmer,26.9147,70.9181,16.85,54,10,2.58,IN,1707081924
499,tongchuanshi,35.0806,109.0897,-5.33,94,99,0.44,CN,1707081924
500,axim,4.8699,-2.2405,27.13,82,85,3.16,GH,1707081872
501,daru,-9.0763,143.2092,26.0,90,100,2.7,PG,1707081719
502,ambovombe,-25.1667,46.0833,23.22,92,100,2.96,MG,1707081712
503,cidade velha,14.9167,-23.6167,23.26,68,0,5.14,CV,1707081925
504,portland,45.5234,-122.6762,14.75,60,20,4.47,US,1707081845
505,markovo,57.3206,107.0881,-20.65,100,93,1.66,RU,1707081633
506,kabalo,-6.05,26.9167,22.26,95,100,0.96,CD,1707081925
507,piti village,13.4626,144.6933,26.49,77,20,5.14,GU,1707081925
508,al bayda',32.7627,21.7551,8.46,87,71,4.41,LY,1707081926
509,safotu,-13.4513,-172.4018,29.17,80,100,9.95,WS,1707081926
510,el idrissia,34.4454,2.5275,9.44,42,0,3.11,DZ,1707081926
511,tondano,1.3038,124.9112,19.05,92,94,0.91,ID,1707081926
512,amahai,-3.3333,128.9167,25.76,84,76,2.48,ID,1707081926
513,nizhneangarsk,55.7833,109.55,-17.22,74,98,1.34,RU,1707081926
514,korla,41.7597,86.1469,-5.5,72,100,2.99,CN,1707081664
515,west bay,19.3667,-81.4167,29.04,80,20,6.69,KY,1707081926
516,soio,-6.1349,12.3689,26.98,80,80,3.1,AO,1707081927
517,lauffen am neckar,49.0744,9.1469,10.32,76,100,7.73,DE,1707081927
518,serenje,-13.2325,30.2352,17.83,95,49,1.01,ZM,1707081927
519,severo-yeniseyskiy,60.3725,93.0408,-17.93,98,100,1.76,RU,1707081927
520,george town,5.4112,100.3354,26.96,86,20,1.03,MY,1707081681
521,antratsyt,48.115,39.0913,0.98,93,100,4.37,UA,1707081927
522,kerema,-7.9631,145.7785,24.78,90,99,2.26,PG,1707081927
523,samux,40.7647,46.4085,5.56,60,75,4.12,AZ,1707081928
524,kearney,40.6995,-99.0815,4.31,93,100,6.69,US,1707081928
525,ailuk,10.2197,169.9797,26.26,73,78,7.98,MH,1707081928
526,narasannapeta,18.4167,84.05,21.1,91,0,1.47,IN,1707081686
527,narrabri,-30.3167,149.7833,28.62,68,100,2.68,AU,1707081702
528,seminole,28.7086,-81.2081,23.52,73,40,4.12,US,1707081928
529,kurtamysh,54.9103,64.4319,-9.13,89,100,6.26,RU,1707081928
530,piracuruca,-3.9281,-41.7092,32.86,40,83,2.73,BR,1707081928
531,pinotepa nacional,16.3167,-98.0167,31.05,32,1,5.84,MX,1707081928
532,belyy yar,53.6039,91.3903,-16.06,92,100,0.0,RU,1707081846
533,sao jose da coroa grande,-8.8978,-35.1478,27.4,76,38,3.39,BR,1707081929
534,sonqor,34.7837,47.6004,-4.1,91,32,2.14,IR,1707081929
535,fort mcmurray,56.7268,-111.381,-4.23,46,0,5.14,CA,1707081663
536,alamosa,37.4695,-105.87,1.99,51,0,4.63,US,1707081929
537,bardai,11.65,7.2333,19.84,16,74,5.27,NG,1707081929
538,morondava,-20.2833,44.2833,25.47,85,100,3.75,MG,1707081929
539,kailua-kona,19.6406,-155.9956,25.28,70,75,3.6,US,1707081895
540,grande prairie,55.1667,-118.8027,-6.9,68,40,1.03,CA,1707081699
541,zaraysk,54.7653,38.8836,-0.39,98,88,7.09,RU,1707081930
542,quellon,-43.1167,-73.6167,19.19,49,0,2.19,CL,1707081670
543,sao vicente,-23.9631,-46.3919,26.1,56,0,1.54,BR,1707081634
544,kenai,60.5544,-151.2583,-9.36,87,100,3.6,US,1707081747
545,buka,40.8108,69.1986,2.65,68,100,0.83,UZ,1707081930
546,selimpasa,41.0558,28.379,9.97,82,90,4.77,TR,1707081930
547,asau,46.4333,26.4,7.51,79,100,8.2,RO,1707081930
548,kamaishi,39.2667,141.8833,-0.41,64,43,2.41,JP,1707081931
549,guerrero negro,27.9769,-114.0611,19.46,46,0,3.36,MX,1707081676
550,meulaboh,4.1363,96.1285,24.93,88,98,0.04,ID,1707081931
551,hede,33.7681,120.2517,-4.22,97,94,4.39,CN,1707081931
552,ghazni,33.5536,68.4269,-8.39,80,19,1.39,AF,1707081931
553,bazarnyy karabulak,52.2683,46.4144,0.33,82,100,7.99,RU,1707081931
554,tual,-5.6667,132.75,28.87,76,100,5.57,ID,1707081659
555,san jose del guaviare,2.5729,-72.6459,27.85,80,92,1.91,CO,1707081931
556,skidaway island,31.9349,-81.0471,12.25,80,100,9.1,US,1707081931
557,zadawa,11.4496,10.3672,21.24,20,70,6.14,NG,1707081932
558,andergrove,-21.0833,149.1833,28.14,65,99,1.34,AU,1707081932
559,severoural'sk,60.1533,59.952,-19.12,98,100,2.15,RU,1707081932
560,ar raqqah,35.95,39.0167,9.21,85,97,1.53,SY,1707081932
561,zemio,5.0314,25.1361,24.45,30,63,2.13,CF,1707081932
562,ulanhot,46.0833,122.0833,-16.59,81,100,0.96,CN,1707081932
563,monee,41.42,-87.7417,10.03,60,66,5.41,US,1707081932
564,mahibadhoo,3.7833,72.9667,27.92,73,95,8.03,MV,1707081933
565,opuwo,-18.0607,13.84,22.91,72,96,1.58,NA,1707081689
566,new norfolk,-42.7826,147.0587,14.4,85,35,1.12,AU,1707081635
567,thongwa,16.7619,96.5278,23.09,46,4,1.54,MM,1707081632
568,mapimi,25.8167,-103.85,20.52,14,0,5.87,MX,1707081933
569,lianshan,40.7643,120.8533,-5.33,44,100,5.12,CN,1707081933
570,les anglais,18.3054,-74.2197,26.7,71,19,2.62,HT,1707081933
571,thurso,58.5927,-3.5259,6.03,90,100,8.16,GB,1707081933
572,kirakira,-10.4544,161.9205,28.05,83,67,4.79,SB,1707081709
573,kapa'a,22.0752,-159.319,24.99,66,40,9.77,US,1707081642
574,kuching,1.55,110.3333,27.24,94,40,1.54,MY,1707081934
